ProductKey,OrderDateKey,CustomerKey,SalesOrderNumber,OrderQuantity,SalesAmount,OrderDate,DueDate,ShipDate
540,20200225,16697,SO53296,1,32.6,2/25/2020,3/9/2020,3/4/2020
463,20200225,16697,SO53296,1,24.49,2/25/2020,3/9/2020,3/4/2020
580,20200225,20848,SO53297,1,1700.99,2/25/2020,3/9/2020,3/4/2020
228,20200225,20848,SO53297,1,49.99,2/25/2020,3/9/2020,3/4/2020
465,20200225,20848,SO53297,1,24.49,2/25/2020,3/9/2020,3/4/2020
477,20200225,19796,SO53298,1,4.99,2/25/2020,3/9/2020,3/4/2020
479,20200225,19796,SO53298,1,8.99,2/25/2020,3/9/2020,3/4/2020
529,20200225,11087,SO53299,1,3.99,2/25/2020,3/9/2020,3/4/2020
486,20200225,11087,SO53299,1,159,2/25/2020,3/9/2020,3/4/2020
539,20200225,28862,SO53300,1,24.99,2/25/2020,3/9/2020,3/4/2020
541,20200225,27059,SO53301,1,28.99,2/25/2020,3/9/2020,3/4/2020
530,20200225,27059,SO53301,1,4.99,2/25/2020,3/9/2020,3/4/2020
222,20200225,27059,SO53301,1,34.99,2/25/2020,3/9/2020,3/4/2020
237,20200225,27059,SO53301,1,49.99,2/25/2020,3/9/2020,3/4/2020
541,20200225,13708,SO53302,1,28.99,2/25/2020,3/9/2020,3/4/2020
530,20200225,13708,SO53302,1,4.99,2/25/2020,3/9/2020,3/4/2020
217,20200225,13708,SO53302,1,34.99,2/25/2020,3/9/2020,3/4/2020
536,20200225,23580,SO53303,1,29.99,2/25/2020,3/9/2020,3/4/2020
528,20200225,23580,SO53303,1,4.99,2/25/2020,3/9/2020,3/4/2020
214,20200225,23580,SO53303,1,34.99,2/25/2020,3/9/2020,3/4/2020
528,20200225,25855,SO53304,1,4.99,2/25/2020,3/9/2020,3/4/2020
535,20200225,25855,SO53304,1,24.99,2/25/2020,3/9/2020,3/4/2020
480,20200225,25855,SO53304,1,2.29,2/25/2020,3/9/2020,3/4/2020
484,20200225,25855,SO53304,1,7.95,2/25/2020,3/9/2020,3/4/2020
529,20200225,19220,SO53305,1,3.99,2/25/2020,3/9/2020,3/4/2020
540,20200225,19220,SO53305,1,32.6,2/25/2020,3/9/2020,3/4/2020
480,20200225,19220,SO53305,1,2.29,2/25/2020,3/9/2020,3/4/2020
536,20200225,23402,SO53306,1,29.99,2/25/2020,3/9/2020,3/4/2020
478,20200225,21783,SO53307,1,9.99,2/25/2020,3/9/2020,3/4/2020
477,20200225,21783,SO53307,1,4.99,2/25/2020,3/9/2020,3/4/2020
217,20200225,21783,SO53307,1,34.99,2/25/2020,3/9/2020,3/4/2020
474,20200225,11802,SO53308,1,69.99,2/25/2020,3/9/2020,3/4/2020
481,20200225,11802,SO53308,1,8.99,2/25/2020,3/9/2020,3/4/2020
477,20200225,18223,SO53309,1,4.99,2/25/2020,3/9/2020,3/4/2020
217,20200225,18223,SO53309,1,34.99,2/25/2020,3/9/2020,3/4/2020
475,20200225,16841,SO53310,1,69.99,2/25/2020,3/9/2020,3/4/2020
477,20200225,18348,SO53311,1,4.99,2/25/2020,3/9/2020,3/4/2020
467,20200225,18348,SO53311,1,24.49,2/25/2020,3/9/2020,3/4/2020
528,20200225,17336,SO53312,1,4.99,2/25/2020,3/9/2020,3/4/2020
485,20200225,17336,SO53312,1,21.98,2/25/2020,3/9/2020,3/4/2020
477,20200225,23676,SO53313,1,4.99,2/25/2020,3/9/2020,3/4/2020
528,20200225,19817,SO53314,1,4.99,2/25/2020,3/9/2020,3/4/2020
217,20200225,19817,SO53314,1,34.99,2/25/2020,3/9/2020,3/4/2020
529,20200225,19913,SO53315,1,3.99,2/25/2020,3/9/2020,3/4/2020
539,20200225,19913,SO53315,1,24.99,2/25/2020,3/9/2020,3/4/2020
529,20200225,24551,SO53316,1,3.99,2/25/2020,3/9/2020,3/4/2020
539,20200225,24551,SO53316,1,24.99,2/25/2020,3/9/2020,3/4/2020
217,20200225,24551,SO53316,1,34.99,2/25/2020,3/9/2020,3/4/2020
489,20200225,24551,SO53316,1,53.99,2/25/2020,3/9/2020,3/4/2020
467,20200225,24551,SO53316,1,24.49,2/25/2020,3/9/2020,3/4/2020
535,20200225,17814,SO53317,1,24.99,2/25/2020,3/9/2020,3/4/2020
528,20200225,17814,SO53317,1,4.99,2/25/2020,3/9/2020,3/4/2020
529,20200225,28411,SO53318,1,3.99,2/25/2020,3/9/2020,3/4/2020
538,20200225,28411,SO53318,1,21.49,2/25/2020,3/9/2020,3/4/2020
222,20200225,28411,SO53318,1,34.99,2/25/2020,3/9/2020,3/4/2020
231,20200225,28411,SO53318,1,49.99,2/25/2020,3/9/2020,3/4/2020
467,20200225,28411,SO53318,1,24.49,2/25/2020,3/9/2020,3/4/2020
530,20200225,12864,SO53319,1,4.99,2/25/2020,3/9/2020,3/4/2020
541,20200225,12864,SO53319,1,28.99,2/25/2020,3/9/2020,3/4/2020
480,20200225,12864,SO53319,1,2.29,2/25/2020,3/9/2020,3/4/2020
529,20200225,27782,SO53320,1,3.99,2/25/2020,3/9/2020,3/4/2020
214,20200225,27782,SO53320,1,34.99,2/25/2020,3/9/2020,3/4/2020
225,20200225,27782,SO53320,1,8.99,2/25/2020,3/9/2020,3/4/2020
541,20200225,22625,SO53321,1,28.99,2/25/2020,3/9/2020,3/4/2020
530,20200225,22625,SO53321,1,4.99,2/25/2020,3/9/2020,3/4/2020
222,20200225,22625,SO53321,1,34.99,2/25/2020,3/9/2020,3/4/2020
225,20200225,22625,SO53321,1,8.99,2/25/2020,3/9/2020,3/4/2020
529,20200225,27787,SO53322,1,3.99,2/25/2020,3/9/2020,3/4/2020
538,20200225,27787,SO53322,1,21.49,2/25/2020,3/9/2020,3/4/2020
225,20200225,27787,SO53322,1,8.99,2/25/2020,3/9/2020,3/4/2020
217,20200225,27787,SO53322,1,34.99,2/25/2020,3/9/2020,3/4/2020
530,20200225,23964,SO53323,1,4.99,2/25/2020,3/9/2020,3/4/2020
541,20200225,23964,SO53323,1,28.99,2/25/2020,3/9/2020,3/4/2020
480,20200225,23964,SO53323,1,2.29,2/25/2020,3/9/2020,3/4/2020
530,20200225,25324,SO53324,1,4.99,2/25/2020,3/9/2020,3/4/2020
214,20200225,25324,SO53324,1,34.99,2/25/2020,3/9/2020,3/4/2020
537,20200225,11193,SO53325,1,35,2/25/2020,3/9/2020,3/4/2020
537,20200225,11314,SO53326,1,35,2/25/2020,3/9/2020,3/4/2020
480,20200225,11314,SO53326,1,2.29,2/25/2020,3/9/2020,3/4/2020
598,20200225,18974,SO53327,1,539.99,2/25/2020,3/9/2020,3/4/2020
485,20200225,18974,SO53327,1,21.98,2/25/2020,3/9/2020,3/4/2020
478,20200225,18974,SO53327,1,9.99,2/25/2020,3/9/2020,3/4/2020
477,20200225,18974,SO53327,1,4.99,2/25/2020,3/9/2020,3/4/2020
481,20200225,18974,SO53327,1,8.99,2/25/2020,3/9/2020,3/4/2020
588,20200225,13889,SO53328,1,769.49,2/25/2020,3/9/2020,3/4/2020
476,20200225,13889,SO53328,1,69.99,2/25/2020,3/9/2020,3/4/2020
491,20200225,13889,SO53328,1,53.99,2/25/2020,3/9/2020,3/4/2020
225,20200225,13889,SO53328,1,8.99,2/25/2020,3/9/2020,3/4/2020
579,20200225,26884,SO53329,1,1214.85,2/25/2020,3/9/2020,3/4/2020
225,20200225,26884,SO53329,1,8.99,2/25/2020,3/9/2020,3/4/2020
228,20200225,26884,SO53329,1,49.99,2/25/2020,3/9/2020,3/4/2020
581,20200225,18702,SO53330,1,1700.99,2/25/2020,3/9/2020,3/4/2020
489,20200225,18702,SO53330,1,53.99,2/25/2020,3/9/2020,3/4/2020
605,20200225,20418,SO53331,1,539.99,2/25/2020,3/9/2020,3/4/2020
217,20200225,20418,SO53331,1,34.99,2/25/2020,3/9/2020,3/4/2020
491,20200225,20418,SO53331,1,53.99,2/25/2020,3/9/2020,3/4/2020
605,20200225,28114,SO53332,1,539.99,2/25/2020,3/9/2020,3/4/2020
538,20200225,28114,SO53332,1,21.49,2/25/2020,3/9/2020,3/4/2020
225,20200225,28114,SO53332,1,8.99,2/25/2020,3/9/2020,3/4/2020
605,20200225,20156,SO53333,1,539.99,2/25/2020,3/9/2020,3/4/2020
538,20200225,20156,SO53333,1,21.49,2/25/2020,3/9/2020,3/4/2020
573,20200225,28217,SO53334,1,2384.07,2/25/2020,3/9/2020,3/4/2020
479,20200225,28217,SO53334,1,8.99,2/25/2020,3/9/2020,3/4/2020
477,20200225,28217,SO53334,1,4.99,2/25/2020,3/9/2020,3/4/2020
480,20200225,28217,SO53334,1,2.29,2/25/2020,3/9/2020,3/4/2020
484,20200225,28217,SO53334,1,7.95,2/25/2020,3/9/2020,3/4/2020
575,20200225,28714,SO53335,1,2384.07,2/25/2020,3/9/2020,3/4/2020
479,20200225,28714,SO53335,1,8.99,2/25/2020,3/9/2020,3/4/2020
477,20200225,28714,SO53335,1,4.99,2/25/2020,3/9/2020,3/4/2020
214,20200225,28714,SO53335,1,34.99,2/25/2020,3/9/2020,3/4/2020
584,20200225,20151,SO53336,1,539.99,2/25/2020,3/9/2020,3/4/2020
538,20200225,20151,SO53336,1,21.49,2/25/2020,3/9/2020,3/4/2020
529,20200225,20151,SO53336,1,3.99,2/25/2020,3/9/2020,3/4/2020
482,20200225,20151,SO53336,1,8.99,2/25/2020,3/9/2020,3/4/2020
596,20200225,11944,SO53337,1,539.99,2/25/2020,3/9/2020,3/4/2020
478,20200225,11944,SO53337,1,9.99,2/25/2020,3/9/2020,3/4/2020
477,20200225,11944,SO53337,1,4.99,2/25/2020,3/9/2020,3/4/2020
487,20200225,11944,SO53337,1,54.99,2/25/2020,3/9/2020,3/4/2020
562,20200225,24436,SO53338,1,2384.07,2/25/2020,3/9/2020,3/4/2020
489,20200225,24436,SO53338,1,53.99,2/25/2020,3/9/2020,3/4/2020
561,20200225,24526,SO53339,1,2384.07,2/25/2020,3/9/2020,3/4/2020
214,20200225,24526,SO53339,1,34.99,2/25/2020,3/9/2020,3/4/2020
382,20200225,19410,SO53340,1,1120.49,2/25/2020,3/9/2020,3/4/2020
384,20200225,19530,SO53341,1,1120.49,2/25/2020,3/9/2020,3/4/2020
390,20200225,19429,SO53342,1,1120.49,2/25/2020,3/9/2020,3/4/2020
217,20200225,19429,SO53342,1,34.99,2/25/2020,3/9/2020,3/4/2020
386,20200225,14733,SO53343,1,1120.49,2/25/2020,3/9/2020,3/4/2020
214,20200225,14733,SO53343,1,34.99,2/25/2020,3/9/2020,3/4/2020
388,20200225,19343,SO53344,1,1120.49,2/25/2020,3/9/2020,3/4/2020
479,20200225,19343,SO53344,1,8.99,2/25/2020,3/9/2020,3/4/2020
477,20200225,19343,SO53344,1,4.99,2/25/2020,3/9/2020,3/4/2020
222,20200225,19343,SO53344,1,34.99,2/25/2020,3/9/2020,3/4/2020
378,20200226,13520,SO53345,1,2443.35,2/26/2020,3/10/2020,3/5/2020
540,20200226,13520,SO53345,1,32.6,2/26/2020,3/10/2020,3/5/2020
529,20200226,13520,SO53345,1,3.99,2/26/2020,3/10/2020,3/5/2020
376,20200226,18485,SO53346,1,2443.35,2/26/2020,3/10/2020,3/5/2020
225,20200226,18485,SO53346,1,8.99,2/26/2020,3/10/2020,3/5/2020
540,20200226,18485,SO53346,1,32.6,2/26/2020,3/10/2020,3/5/2020
374,20200226,18260,SO53347,1,2443.35,2/26/2020,3/10/2020,3/5/2020
477,20200226,18260,SO53347,1,4.99,2/26/2020,3/10/2020,3/5/2020
479,20200226,18260,SO53347,1,8.99,2/26/2020,3/10/2020,3/5/2020
378,20200226,18284,SO53348,1,2443.35,2/26/2020,3/10/2020,3/5/2020
484,20200226,18284,SO53348,1,7.95,2/26/2020,3/10/2020,3/5/2020
380,20200226,18297,SO53349,1,2443.35,2/26/2020,3/10/2020,3/5/2020
217,20200226,18297,SO53349,1,34.99,2/26/2020,3/10/2020,3/5/2020
225,20200226,18297,SO53349,1,8.99,2/26/2020,3/10/2020,3/5/2020
488,20200226,18297,SO53349,1,53.99,2/26/2020,3/10/2020,3/5/2020
355,20200226,11379,SO53350,1,2319.99,2/26/2020,3/10/2020,3/5/2020
485,20200226,11379,SO53350,1,21.98,2/26/2020,3/10/2020,3/5/2020
222,20200226,11379,SO53350,1,34.99,2/26/2020,3/10/2020,3/5/2020
484,20200226,12168,SO53351,1,7.95,2/26/2020,3/10/2020,3/5/2020
536,20200226,18287,SO53352,1,29.99,2/26/2020,3/10/2020,3/5/2020
528,20200226,18287,SO53352,1,4.99,2/26/2020,3/10/2020,3/5/2020
480,20200226,18287,SO53352,1,2.29,2/26/2020,3/10/2020,3/5/2020
538,20200226,18895,SO53353,1,21.49,2/26/2020,3/10/2020,3/5/2020
529,20200226,18895,SO53353,1,3.99,2/26/2020,3/10/2020,3/5/2020
480,20200226,18895,SO53353,1,2.29,2/26/2020,3/10/2020,3/5/2020
477,20200226,20316,SO53354,1,4.99,2/26/2020,3/10/2020,3/5/2020
217,20200226,20316,SO53354,1,34.99,2/26/2020,3/10/2020,3/5/2020
474,20200226,22065,SO53355,1,69.99,2/26/2020,3/10/2020,3/5/2020
540,20200226,15806,SO53356,1,32.6,2/26/2020,3/10/2020,3/5/2020
529,20200226,15806,SO53356,1,3.99,2/26/2020,3/10/2020,3/5/2020
480,20200226,15806,SO53356,1,2.29,2/26/2020,3/10/2020,3/5/2020
234,20200226,14227,SO53357,1,49.99,2/26/2020,3/10/2020,3/5/2020
580,20200226,17080,SO53358,1,1700.99,2/26/2020,3/10/2020,3/5/2020
539,20200226,17080,SO53358,1,24.99,2/26/2020,3/10/2020,3/5/2020
529,20200226,17080,SO53358,1,3.99,2/26/2020,3/10/2020,3/5/2020
480,20200226,17080,SO53358,1,2.29,2/26/2020,3/10/2020,3/5/2020
529,20200226,11200,SO53359,1,3.99,2/26/2020,3/10/2020,3/5/2020
488,20200226,11200,SO53359,1,53.99,2/26/2020,3/10/2020,3/5/2020
483,20200226,13092,SO53360,1,120,2/26/2020,3/10/2020,3/5/2020
529,20200226,29347,SO53361,1,3.99,2/26/2020,3/10/2020,3/5/2020
214,20200226,29347,SO53361,1,34.99,2/26/2020,3/10/2020,3/5/2020
481,20200226,29347,SO53361,1,8.99,2/26/2020,3/10/2020,3/5/2020
237,20200226,12057,SO53362,1,49.99,2/26/2020,3/10/2020,3/5/2020
538,20200226,27561,SO53363,1,21.49,2/26/2020,3/10/2020,3/5/2020
529,20200226,27561,SO53363,1,3.99,2/26/2020,3/10/2020,3/5/2020
217,20200226,27561,SO53363,1,34.99,2/26/2020,3/10/2020,3/5/2020
465,20200226,27561,SO53363,1,24.49,2/26/2020,3/10/2020,3/5/2020
539,20200226,28791,SO53364,1,24.99,2/26/2020,3/10/2020,3/5/2020
529,20200226,28791,SO53364,1,3.99,2/26/2020,3/10/2020,3/5/2020
480,20200226,28791,SO53364,1,2.29,2/26/2020,3/10/2020,3/5/2020
536,20200226,23188,SO53365,1,29.99,2/26/2020,3/10/2020,3/5/2020
528,20200226,23188,SO53365,1,4.99,2/26/2020,3/10/2020,3/5/2020
222,20200226,23188,SO53365,1,34.99,2/26/2020,3/10/2020,3/5/2020
231,20200226,23188,SO53365,1,49.99,2/26/2020,3/10/2020,3/5/2020
536,20200226,15494,SO53366,1,29.99,2/26/2020,3/10/2020,3/5/2020
536,20200226,23299,SO53367,1,29.99,2/26/2020,3/10/2020,3/5/2020
478,20200226,21443,SO53368,1,9.99,2/26/2020,3/10/2020,3/5/2020
477,20200226,21443,SO53368,1,4.99,2/26/2020,3/10/2020,3/5/2020
222,20200226,21443,SO53368,1,34.99,2/26/2020,3/10/2020,3/5/2020
475,20200226,19860,SO53369,1,69.99,2/26/2020,3/10/2020,3/5/2020
225,20200226,19860,SO53369,1,8.99,2/26/2020,3/10/2020,3/5/2020
488,20200226,19860,SO53369,1,53.99,2/26/2020,3/10/2020,3/5/2020
477,20200226,17569,SO53370,1,4.99,2/26/2020,3/10/2020,3/5/2020
217,20200226,17569,SO53370,1,34.99,2/26/2020,3/10/2020,3/5/2020
467,20200226,17569,SO53370,1,24.49,2/26/2020,3/10/2020,3/5/2020
477,20200226,17570,SO53371,1,4.99,2/26/2020,3/10/2020,3/5/2020
487,20200226,17570,SO53371,1,54.99,2/26/2020,3/10/2020,3/5/2020
225,20200226,17570,SO53371,1,8.99,2/26/2020,3/10/2020,3/5/2020
477,20200226,11711,SO53372,1,4.99,2/26/2020,3/10/2020,3/5/2020
528,20200226,29209,SO53373,1,4.99,2/26/2020,3/10/2020,3/5/2020
217,20200226,29209,SO53373,1,34.99,2/26/2020,3/10/2020,3/5/2020
528,20200226,19726,SO53374,1,4.99,2/26/2020,3/10/2020,3/5/2020
485,20200226,19726,SO53374,1,21.98,2/26/2020,3/10/2020,3/5/2020
485,20200226,13933,SO53375,1,21.98,2/26/2020,3/10/2020,3/5/2020
217,20200226,13933,SO53375,1,34.99,2/26/2020,3/10/2020,3/5/2020
528,20200226,12840,SO53376,1,4.99,2/26/2020,3/10/2020,3/5/2020
214,20200226,12840,SO53376,1,34.99,2/26/2020,3/10/2020,3/5/2020
540,20200226,15686,SO53377,1,32.6,2/26/2020,3/10/2020,3/5/2020
485,20200226,18152,SO53378,1,21.98,2/26/2020,3/10/2020,3/5/2020
487,20200226,18152,SO53378,1,54.99,2/26/2020,3/10/2020,3/5/2020
528,20200226,23639,SO53379,1,4.99,2/26/2020,3/10/2020,3/5/2020
536,20200226,23639,SO53379,1,29.99,2/26/2020,3/10/2020,3/5/2020
217,20200226,23639,SO53379,1,34.99,2/26/2020,3/10/2020,3/5/2020
225,20200226,14836,SO53380,1,8.99,2/26/2020,3/10/2020,3/5/2020
474,20200226,14836,SO53380,1,69.99,2/26/2020,3/10/2020,3/5/2020
529,20200226,16440,SO53381,1,3.99,2/26/2020,3/10/2020,3/5/2020
539,20200226,16440,SO53381,1,24.99,2/26/2020,3/10/2020,3/5/2020
528,20200226,20591,SO53382,1,4.99,2/26/2020,3/10/2020,3/5/2020
536,20200226,20591,SO53382,1,29.99,2/26/2020,3/10/2020,3/5/2020
222,20200226,20591,SO53382,1,34.99,2/26/2020,3/10/2020,3/5/2020
530,20200226,17785,SO53383,1,4.99,2/26/2020,3/10/2020,3/5/2020
214,20200226,17785,SO53383,1,34.99,2/26/2020,3/10/2020,3/5/2020
538,20200226,28753,SO53384,1,21.49,2/26/2020,3/10/2020,3/5/2020
480,20200226,28753,SO53384,1,2.29,2/26/2020,3/10/2020,3/5/2020
528,20200226,11287,SO53385,1,4.99,2/26/2020,3/10/2020,3/5/2020
537,20200226,11287,SO53385,1,35,2/26/2020,3/10/2020,3/5/2020
222,20200226,11287,SO53385,1,34.99,2/26/2020,3/10/2020,3/5/2020
482,20200226,11287,SO53385,1,8.99,2/26/2020,3/10/2020,3/5/2020
528,20200226,12165,SO53386,1,4.99,2/26/2020,3/10/2020,3/5/2020
537,20200226,12165,SO53386,1,35,2/26/2020,3/10/2020,3/5/2020
485,20200226,12165,SO53386,1,21.98,2/26/2020,3/10/2020,3/5/2020
482,20200226,12165,SO53386,1,8.99,2/26/2020,3/10/2020,3/5/2020
485,20200226,13320,SO53387,1,21.98,2/26/2020,3/10/2020,3/5/2020
583,20200226,16879,SO53388,1,1700.99,2/26/2020,3/10/2020,3/5/2020
539,20200226,16879,SO53388,1,24.99,2/26/2020,3/10/2020,3/5/2020
480,20200226,16879,SO53388,1,2.29,2/26/2020,3/10/2020,3/5/2020
588,20200226,13855,SO53389,1,769.49,2/26/2020,3/10/2020,3/5/2020
476,20200226,13855,SO53389,1,69.99,2/26/2020,3/10/2020,3/5/2020
228,20200226,13855,SO53389,1,49.99,2/26/2020,3/10/2020,3/5/2020
465,20200226,13855,SO53389,1,24.49,2/26/2020,3/10/2020,3/5/2020
225,20200226,24344,SO53390,1,8.99,2/26/2020,3/10/2020,3/5/2020
586,20200226,24344,SO53390,1,742.35,2/26/2020,3/10/2020,3/5/2020
570,20200226,24275,SO53391,1,742.35,2/26/2020,3/10/2020,3/5/2020
214,20200226,24275,SO53391,1,34.99,2/26/2020,3/10/2020,3/5/2020
491,20200226,24275,SO53391,1,53.99,2/26/2020,3/10/2020,3/5/2020
359,20200226,11461,SO53392,1,2294.99,2/26/2020,3/10/2020,3/5/2020
563,20200226,29165,SO53393,1,2384.07,2/26/2020,3/10/2020,3/5/2020
477,20200226,29165,SO53393,1,4.99,2/26/2020,3/10/2020,3/5/2020
479,20200226,29165,SO53393,1,8.99,2/26/2020,3/10/2020,3/5/2020
225,20200226,29165,SO53393,1,8.99,2/26/2020,3/10/2020,3/5/2020
605,20200226,16224,SO53394,1,539.99,2/26/2020,3/10/2020,3/5/2020
477,20200226,16224,SO53394,1,4.99,2/26/2020,3/10/2020,3/5/2020
479,20200226,16224,SO53394,1,8.99,2/26/2020,3/10/2020,3/5/2020
480,20200226,16224,SO53394,1,2.29,2/26/2020,3/10/2020,3/5/2020
384,20200226,19406,SO53395,1,1120.49,2/26/2020,3/10/2020,3/5/2020
479,20200226,19406,SO53395,1,8.99,2/26/2020,3/10/2020,3/5/2020
477,20200226,19406,SO53395,1,4.99,2/26/2020,3/10/2020,3/5/2020
490,20200226,19406,SO53395,1,53.99,2/26/2020,3/10/2020,3/5/2020
388,20200226,27126,SO53396,1,1120.49,2/26/2020,3/10/2020,3/5/2020
222,20200226,27126,SO53396,1,34.99,2/26/2020,3/10/2020,3/5/2020
605,20200226,25703,SO53397,1,539.99,2/26/2020,3/10/2020,3/5/2020
479,20200226,25703,SO53397,1,8.99,2/26/2020,3/10/2020,3/5/2020
477,20200226,25703,SO53397,1,4.99,2/26/2020,3/10/2020,3/5/2020
490,20200226,25703,SO53397,1,53.99,2/26/2020,3/10/2020,3/5/2020
390,20200227,23413,SO53398,1,1120.49,2/27/2020,3/11/2020,3/6/2020
488,20200227,23413,SO53398,1,53.99,2/27/2020,3/11/2020,3/6/2020
363,20200227,11343,SO53399,1,2294.99,2/27/2020,3/11/2020,3/6/2020
214,20200227,11343,SO53399,1,34.99,2/27/2020,3/11/2020,3/6/2020
234,20200227,11343,SO53399,1,49.99,2/27/2020,3/11/2020,3/6/2020
477,20200227,11973,SO53400,1,4.99,2/27/2020,3/11/2020,3/6/2020
479,20200227,11973,SO53400,1,8.99,2/27/2020,3/11/2020,3/6/2020
484,20200227,11879,SO53401,1,7.95,2/27/2020,3/11/2020,3/6/2020
228,20200227,11985,SO53402,1,49.99,2/27/2020,3/11/2020,3/6/2020
528,20200227,14061,SO53403,1,4.99,2/27/2020,3/11/2020,3/6/2020
535,20200227,14061,SO53403,1,24.99,2/27/2020,3/11/2020,3/6/2020
480,20200227,14061,SO53403,1,2.29,2/27/2020,3/11/2020,3/6/2020
539,20200227,14126,SO53404,1,24.99,2/27/2020,3/11/2020,3/6/2020
529,20200227,14126,SO53404,1,3.99,2/27/2020,3/11/2020,3/6/2020
214,20200227,14126,SO53404,1,34.99,2/27/2020,3/11/2020,3/6/2020
539,20200227,18256,SO53405,1,24.99,2/27/2020,3/11/2020,3/6/2020
529,20200227,18256,SO53405,1,3.99,2/27/2020,3/11/2020,3/6/2020
214,20200227,18256,SO53405,1,34.99,2/27/2020,3/11/2020,3/6/2020
537,20200227,21962,SO53406,1,35,2/27/2020,3/11/2020,3/6/2020
528,20200227,24594,SO53407,1,4.99,2/27/2020,3/11/2020,3/6/2020
214,20200227,24594,SO53407,1,34.99,2/27/2020,3/11/2020,3/6/2020
537,20200227,22213,SO53408,1,35,2/27/2020,3/11/2020,3/6/2020
485,20200227,22213,SO53408,1,21.98,2/27/2020,3/11/2020,3/6/2020
480,20200227,22213,SO53408,1,2.29,2/27/2020,3/11/2020,3/6/2020
478,20200227,15606,SO53409,1,9.99,2/27/2020,3/11/2020,3/6/2020
477,20200227,15606,SO53409,1,4.99,2/27/2020,3/11/2020,3/6/2020
225,20200227,15606,SO53409,1,8.99,2/27/2020,3/11/2020,3/6/2020
489,20200227,15606,SO53409,1,53.99,2/27/2020,3/11/2020,3/6/2020
478,20200227,11752,SO53410,1,9.99,2/27/2020,3/11/2020,3/6/2020
477,20200227,11752,SO53410,1,4.99,2/27/2020,3/11/2020,3/6/2020
488,20200227,11752,SO53410,1,53.99,2/27/2020,3/11/2020,3/6/2020
225,20200227,11752,SO53410,1,8.99,2/27/2020,3/11/2020,3/6/2020
529,20200227,25026,SO53411,1,3.99,2/27/2020,3/11/2020,3/6/2020
480,20200227,25026,SO53411,1,2.29,2/27/2020,3/11/2020,3/6/2020
214,20200227,17350,SO53412,1,34.99,2/27/2020,3/11/2020,3/6/2020
378,20200227,26399,SO53413,1,2443.35,2/27/2020,3/11/2020,3/6/2020
529,20200227,26399,SO53413,1,3.99,2/27/2020,3/11/2020,3/6/2020
540,20200227,26399,SO53413,1,32.6,2/27/2020,3/11/2020,3/6/2020
472,20200227,26399,SO53413,1,63.5,2/27/2020,3/11/2020,3/6/2020
539,20200227,11262,SO53414,1,24.99,2/27/2020,3/11/2020,3/6/2020
231,20200227,11262,SO53414,1,49.99,2/27/2020,3/11/2020,3/6/2020
538,20200227,27565,SO53415,1,21.49,2/27/2020,3/11/2020,3/6/2020
529,20200227,27565,SO53415,1,3.99,2/27/2020,3/11/2020,3/6/2020
484,20200227,27565,SO53415,1,7.95,2/27/2020,3/11/2020,3/6/2020
528,20200227,23577,SO53416,1,4.99,2/27/2020,3/11/2020,3/6/2020
536,20200227,23577,SO53416,1,29.99,2/27/2020,3/11/2020,3/6/2020
217,20200227,23577,SO53416,1,34.99,2/27/2020,3/11/2020,3/6/2020
465,20200227,23577,SO53416,1,24.49,2/27/2020,3/11/2020,3/6/2020
478,20200227,23274,SO53417,1,9.99,2/27/2020,3/11/2020,3/6/2020
477,20200227,23274,SO53417,1,4.99,2/27/2020,3/11/2020,3/6/2020
214,20200227,23274,SO53417,1,34.99,2/27/2020,3/11/2020,3/6/2020
474,20200227,15874,SO53418,1,69.99,2/27/2020,3/11/2020,3/6/2020
474,20200227,16243,SO53419,1,69.99,2/27/2020,3/11/2020,3/6/2020
477,20200227,25256,SO53420,1,4.99,2/27/2020,3/11/2020,3/6/2020
487,20200227,25256,SO53420,1,54.99,2/27/2020,3/11/2020,3/6/2020
484,20200227,25256,SO53420,1,7.95,2/27/2020,3/11/2020,3/6/2020
477,20200227,18760,SO53421,1,4.99,2/27/2020,3/11/2020,3/6/2020
237,20200227,18760,SO53421,1,49.99,2/27/2020,3/11/2020,3/6/2020
528,20200227,15940,SO53422,1,4.99,2/27/2020,3/11/2020,3/6/2020
480,20200227,15940,SO53422,1,2.29,2/27/2020,3/11/2020,3/6/2020
477,20200227,29230,SO53423,1,4.99,2/27/2020,3/11/2020,3/6/2020
528,20200227,22019,SO53424,1,4.99,2/27/2020,3/11/2020,3/6/2020
480,20200227,22019,SO53424,1,2.29,2/27/2020,3/11/2020,3/6/2020
528,20200227,15275,SO53425,1,4.99,2/27/2020,3/11/2020,3/6/2020
482,20200227,15275,SO53425,1,8.99,2/27/2020,3/11/2020,3/6/2020
485,20200227,20104,SO53426,1,21.98,2/27/2020,3/11/2020,3/6/2020
478,20200227,20104,SO53426,1,9.99,2/27/2020,3/11/2020,3/6/2020
477,20200227,20104,SO53426,1,4.99,2/27/2020,3/11/2020,3/6/2020
480,20200227,20104,SO53426,1,2.29,2/27/2020,3/11/2020,3/6/2020
529,20200227,17992,SO53427,1,3.99,2/27/2020,3/11/2020,3/6/2020
539,20200227,17992,SO53427,1,24.99,2/27/2020,3/11/2020,3/6/2020
480,20200227,17992,SO53427,1,2.29,2/27/2020,3/11/2020,3/6/2020
539,20200227,18022,SO53428,1,24.99,2/27/2020,3/11/2020,3/6/2020
